#year,month,day,lat,lon,frph,instrument
2023,4,5,47.86,123.72,19.58,AHI Himawari-9
2023,4,5,47.86,123.94,118.02,AHI Himawari-9
2023,4,5,47.86,124.58,25.54,AHI Himawari-9
2023,4,5,47.86,125.66,27.34,AHI Himawari-9
2023,4,5,47.86,125.68,18.35,AHI Himawari-9
2023,4,5,47.86,126.28,6.03,AHI Himawari-9
2023,4,5,47.84,123.42,46.72,AHI Himawari-9
2023,4,5,47.84,123.44,40.03,AHI Himawari-9
2023,4,5,47.84,123.46,40.03,AHI Himawari-9
2023,4,5,47.84,123.48,62.47,AHI Himawari-9
2023,4,5,47.84,123.66,47.15,AHI Himawari-9
2023,4,5,47.84,123.94,28.44,AHI Himawari-9
2023,4,5,47.84,125.68,18.35,AHI Himawari-9
2023,4,5,47.84,125.7,18.35,AHI Himawari-9
2023,4,5,47.82,123.94,28.44,AHI Himawari-9
2023,4,5,47.82,125.66,15.82,AHI Himawari-9
2023,4,5,47.82,125.68,15.82,AHI Himawari-9
2023,4,5,47.78,125.36,21.65,AHI Himawari-9
2023,4,5,47.78,125.38,12.82,AHI Himawari-9
2023,4,5,47.78,125.4,12.82,AHI Himawari-9
2023,4,5,47.76,124.46,2.4,AHI Himawari-9
2023,4,5,47.76,124.48,2.83,AHI Himawari-9
2023,4,5,47.76,125.36,21.61,AHI Himawari-9
2023,4,5,47.76,125.38,12.82,AHI Himawari-9
2023,4,5,47.76,125.4,12.82,AHI Himawari-9
2023,4,5,47.74,123.4,58.08,AHI Himawari-9
2023,4,5,47.74,124.04,28.64,AHI Himawari-9
2023,4,5,47.74,124.18,9.36,AHI Himawari-9
2023,4,5,47.74,126.02,10.32,AHI Himawari-9
2023,4,5,47.74,126.04,28.54,AHI Himawari-9
2023,4,5,47.74,126.06,28.54,AHI Himawari-9
2023,4,5,47.74,126.08,17.28,AHI Himawari-9
2023,4,5,47.72,123.4,58.08,AHI Himawari-9
2023,4,5,47.72,123.42,58.08,AHI Himawari-9
2023,4,5,47.72,123.44,54.75,AHI Himawari-9
2023,4,5,47.72,123.46,4.16,AHI Himawari-9
2023,4,5,47.72,123.48,4.16,AHI Himawari-9
2023,4,5,47.72,125.78,2.83,AHI Himawari-9
2023,4,5,47.72,125.8,2.83,AHI Himawari-9
2023,4,5,47.72,126.06,21.38,AHI Himawari-9
2023,4,5,47.72,126.08,10.29,AHI Himawari-9
2023,4,5,47.72,126.1,10.29,AHI Himawari-9
2023,4,5,47.7,123.42,41.22,AHI Himawari-9
2023,4,5,47.7,123.44,54.94,AHI Himawari-9
2023,4,5,47.7,123.46,54.94,AHI Himawari-9
2023,4,5,47.7,124,40.25,AHI Himawari-9
2023,4,5,47.7,124.04,27.69,AHI Himawari-9
2023,4,5,47.7,125.46,4.64,AHI Himawari-9
2023,4,5,47.7,125.48,4.64,AHI Himawari-9
2023,4,5,47.7,125.64,9.95,AHI Himawari-9
2023,4,5,47.7,125.66,9.95,AHI Himawari-9
2023,4,5,47.7,125.68,4.71,AHI Himawari-9
2023,4,5,47.7,126.08,10.32,AHI Himawari-9
2023,4,5,47.7,126.1,10.32,AHI Himawari-9
2023,4,5,47.7,126.36,4.78,AHI Himawari-9
2023,4,5,47.68,123.44,54.94,AHI Himawari-9
2023,4,5,47.68,123.46,54.94,AHI Himawari-9
2023,4,5,47.68,125.38,3.54,AHI Himawari-9
2023,4,5,47.68,125.4,3.54,AHI Himawari-9
2023,4,5,47.68,125.66,9.95,AHI Himawari-9
2023,4,5,47.68,125.7,4.71,AHI Himawari-9
2023,4,5,47.68,126.1,6.81,AHI Himawari-9
2023,4,5,47.68,126.36,4.78,AHI Himawari-9
2023,4,5,47.66,124.3,83.67,AHI Himawari-9
2023,4,5,47.66,124.74,37.41,AHI Himawari-9
2023,4,5,47.66,125.4,3.54,AHI Himawari-9
2023,4,5,47.66,125.62,7.15,AHI Himawari-9
2023,4,5,47.66,125.64,7.15,AHI Himawari-9
2023,4,5,47.66,125.66,10.32,AHI Himawari-9
2023,4,5,47.66,125.68,12.66,AHI Himawari-9
2023,4,5,47.66,125.7,12.66,AHI Himawari-9
2023,4,5,47.66,126.1,6.81,AHI Himawari-9
2023,4,5,47.66,126.12,6.81,AHI Himawari-9
2023,4,5,47.66,126.34,14.83,AHI Himawari-9
2023,4,5,47.66,126.54,4.48,AHI Himawari-9
2023,4,5,47.66,126.56,4.48,AHI Himawari-9
2023,4,5,47.64,124.74,9.85,AHI Himawari-9
2023,4,5,47.64,124.76,9.85,AHI Himawari-9
2023,4,5,47.64,125.7,12.66,AHI Himawari-9
2023,4,5,47.64,126.22,12.46,AHI Himawari-9
2023,4,5,47.64,126.24,12.46,AHI Himawari-9
2023,4,5,47.64,126.26,14.73,AHI Himawari-9
2023,4,5,47.64,126.34,42.15,AHI Himawari-9
2023,4,5,47.64,126.36,42.15,AHI Himawari-9
2023,4,5,47.64,126.38,3.77,AHI Himawari-9
2023,4,5,47.64,126.54,4.48,AHI Himawari-9
2023,4,5,47.64,126.56,4.48,AHI Himawari-9
2023,4,5,47.62,124.46,5.74,AHI Himawari-9
2023,4,5,47.62,124.5,4.24,AHI Himawari-9
2023,4,5,47.62,124.76,9.85,AHI Himawari-9
2023,4,5,47.62,125.94,5.14,AHI Himawari-9
2023,4,5,47.62,126.24,12.46,AHI Himawari-9
2023,4,5,47.62,126.26,14.73,AHI Himawari-9
2023,4,5,47.62,126.28,14.73,AHI Himawari-9
2023,4,5,47.62,126.32,135.07,AHI Himawari-9
2023,4,5,47.62,126.34,42.15,AHI Himawari-9
2023,4,5,47.62,131.8,8.02,AHI Himawari-9
2023,4,5,47.62,131.84,7.28,AHI Himawari-9
2023,4,5,47.62,131.86,4.64,AHI Himawari-9
2023,4,5,47.6,124.48,5.74,AHI Himawari-9
2023,4,5,47.6,124.5,4.24,AHI Himawari-9
2023,4,5,47.6,125.94,5.14,AHI Himawari-9
2023,4,5,47.6,125.96,5.14,AHI Himawari-9
2023,4,5,47.6,126.12,6.55,AHI Himawari-9
2023,4,5,47.6,126.26,11.36,AHI Himawari-9
2023,4,5,47.6,126.28,11.36,AHI Himawari-9
2023,4,5,47.58,122.92,2.51,AHI Himawari-9
2023,4,5,47.56,126.08,6.48,AHI Himawari-9
2023,4,5,47.56,126.46,11.46,AHI Himawari-9
2023,4,5,47.56,126.64,3.57,AHI Himawari-9
2023,4,5,47.54,123.7,5.93,AHI Himawari-9
2023,4,5,47.52,123.1,65.19,AHI Himawari-9
2023,4,5,47.52,126.12,11.26,AHI Himawari-9
2023,4,5,47.52,127.06,21,AHI Himawari-9
2023,4,5,47.5,123.1,25.46,AHI Himawari-9
2023,4,5,47.5,124.82,22.98,AHI Himawari-9
2023,4,5,47.5,124.84,22.98,AHI Himawari-9
2023,4,5,47.5,124.86,21.47,AHI Himawari-9
2023,4,5,47.5,125.76,11.76,AHI Himawari-9
2023,4,5,47.5,125.8,60.6,AHI Himawari-9
2023,4,5,47.5,125.82,10.02,AHI Himawari-9
2023,4,5,47.5,125.84,10.02,AHI Himawari-9
2023,4,5,47.5,126.12,11.26,AHI Himawari-9
2023,4,5,47.5,126.14,11.26,AHI Himawari-9
2023,4,5,47.48,124.5,10.79,AHI Himawari-9
2023,4,5,47.48,124.52,10.79,AHI Himawari-9
2023,4,5,47.48,124.84,22.98,AHI Himawari-9
2023,4,5,47.48,124.86,21.47,AHI Himawari-9
2023,4,5,47.48,124.88,21.47,AHI Himawari-9
2023,4,5,47.48,125.78,11.76,AHI Himawari-9
2023,4,5,47.48,125.8,60.6,AHI Himawari-9
2023,4,5,47.48,125.82,60.6,AHI Himawari-9
2023,4,5,47.48,126.1,18.39,AHI Himawari-9
2023,4,5,47.48,126.12,22.08,AHI Himawari-9
2023,4,5,47.48,126.14,22.08,AHI Himawari-9
2023,4,5,47.48,127.06,36.01,AHI Himawari-9
2023,4,5,47.48,127.08,36.01,AHI Himawari-9
2023,4,5,47.46,124.52,10.79,AHI Himawari-9
2023,4,5,47.46,124.84,40.07,AHI Himawari-9
2023,4,5,47.46,124.92,21.51,AHI Himawari-9
2023,4,5,47.46,124.94,49.71,AHI Himawari-9
2023,4,5,47.46,124.96,62.28,AHI Himawari-9
2023,4,5,47.46,125.66,26.23,AHI Himawari-9
2023,4,5,47.46,125.68,26.23,AHI Himawari-9
2023,4,5,47.46,125.7,8.84,AHI Himawari-9
2023,4,5,47.46,125.82,15.11,AHI Himawari-9
2023,4,5,47.46,126.1,18.39,AHI Himawari-9
2023,4,5,47.46,126.12,18.39,AHI Himawari-9
2023,4,5,47.46,126.14,22.08,AHI Himawari-9
2023,4,5,47.46,126.74,9.75,AHI Himawari-9
2023,4,5,47.46,126.76,9.75,AHI Himawari-9
2023,4,5,47.46,127.08,36.01,AHI Himawari-9
2023,4,5,47.46,127.1,18.69,AHI Himawari-9
2023,4,5,47.46,131.72,6.23,AHI Himawari-9
2023,4,5,47.46,131.86,12.93,AHI Himawari-9
2023,4,5,47.44,123.86,3.95,AHI Himawari-9
2023,4,5,47.44,124.02,16.01,AHI Himawari-9
2023,4,5,47.44,124.96,62.28,AHI Himawari-9
2023,4,5,47.44,124.98,62.28,AHI Himawari-9
2023,4,5,47.44,125.82,15.11,AHI Himawari-9
2023,4,5,47.44,126.12,25.39,AHI Himawari-9
2023,4,5,47.44,126.22,5.16,AHI Himawari-9
2023,4,5,47.44,126.24,5.16,AHI Himawari-9
2023,4,5,47.44,126.26,7.2,AHI Himawari-9
2023,4,5,47.44,126.76,9.75,AHI Himawari-9
2023,4,5,47.44,127.08,4.36,AHI Himawari-9
2023,4,5,47.44,131.72,18.86,AHI Himawari-9
2023,4,5,47.44,131.74,22.88,AHI Himawari-9
2023,4,5,47.44,131.76,22.88,AHI Himawari-9
2023,4,5,47.44,131.86,12.93,AHI Himawari-9
2023,4,5,47.44,133.38,5.03,AHI Himawari-9
2023,4,5,47.42,122.82,71.96,AHI Himawari-9
2023,4,5,47.42,122.84,71.96,AHI Himawari-9
2023,4,5,47.42,122.86,21.44,AHI Himawari-9
2023,4,5,47.42,125.8,3.38,AHI Himawari-9
2023,4,5,47.42,126.18,18.89,AHI Himawari-9
2023,4,5,47.42,126.26,6.43,AHI Himawari-9
2023,4,5,47.42,127.54,9.45,AHI Himawari-9
2023,4,5,47.42,127.56,9.45,AHI Himawari-9
2023,4,5,47.42,131.72,18.86,AHI Himawari-9
2023,4,5,47.42,131.74,22.88,AHI Himawari-9
2023,4,5,47.42,131.76,22.88,AHI Himawari-9
2023,4,5,47.4,121.36,6.55,AHI Himawari-9
2023,4,5,47.4,122.84,10.58,AHI Himawari-9
2023,4,5,47.4,122.86,17.77,AHI Himawari-9
2023,4,5,47.4,122.88,17.77,AHI Himawari-9
2023,4,5,47.4,126.3,2.08,AHI Himawari-9
2023,4,5,47.4,127.52,5.24,AHI Himawari-9
2023,4,5,47.4,127.54,5.24,AHI Himawari-9
2023,4,5,47.4,127.56,6.62,AHI Himawari-9
2023,4,5,47.38,121.36,6.55,AHI Himawari-9
2023,4,5,47.38,122.84,10.58,AHI Himawari-9
2023,4,5,47.38,124.64,57.93,AHI Himawari-9
2023,4,5,47.38,125.98,4.94,AHI Himawari-9
2023,4,5,47.38,126,4.94,AHI Himawari-9
2023,4,5,47.38,126.08,9.34,AHI Himawari-9
2023,4,5,47.38,126.14,14.48,AHI Himawari-9
2023,4,5,47.38,126.16,4.1,AHI Himawari-9
2023,4,5,47.38,126.36,9.98,AHI Himawari-9
2023,4,5,47.38,126.38,9.98,AHI Himawari-9
2023,4,5,47.38,126.94,26.48,AHI Himawari-9
2023,4,5,47.38,126.96,26.48,AHI Himawari-9
2023,4,5,47.38,127,7.12,AHI Himawari-9
2023,4,5,47.38,127.1,5.71,AHI Himawari-9
2023,4,5,47.36,124.64,57.93,AHI Himawari-9
2023,4,5,47.36,125.94,7.36,AHI Himawari-9
2023,4,5,47.36,126.1,5.21,AHI Himawari-9
2023,4,5,47.36,126.12,5.21,AHI Himawari-9
2023,4,5,47.36,126.14,14.48,AHI Himawari-9
2023,4,5,47.36,126.16,4.1,AHI Himawari-9
2023,4,5,47.36,126.18,4.1,AHI Himawari-9
2023,4,5,47.36,126.38,9.98,AHI Himawari-9
2023,4,5,47.36,126.96,26.48,AHI Himawari-9
2023,4,5,47.36,127.02,7.12,AHI Himawari-9
2023,4,5,47.36,127.1,5.71,AHI Himawari-9
2023,4,5,47.36,131.58,17.14,AHI Himawari-9
2023,4,5,47.36,131.6,17.14,AHI Himawari-9
2023,4,5,47.34,124.64,63,AHI Himawari-9
2023,4,5,47.34,124.66,63,AHI Himawari-9
2023,4,5,47.34,126.34,14.18,AHI Himawari-9
2023,4,5,47.34,126.36,14.18,AHI Himawari-9
2023,4,5,47.34,126.38,15.09,AHI Himawari-9
2023,4,5,47.34,131.5,11.29,AHI Himawari-9
2023,4,5,47.34,131.52,11.29,AHI Himawari-9
2023,4,5,47.32,122.78,8,AHI Himawari-9
2023,4,5,47.32,124.68,21.34,AHI Himawari-9
2023,4,5,47.32,126.36,14.18,AHI Himawari-9
2023,4,5,47.32,131.52,11.29,AHI Himawari-9
2023,4,5,47.3,123.6,10.21,AHI Himawari-9
2023,4,5,47.3,123.62,7.63,AHI Himawari-9
2023,4,5,47.3,123.64,7.63,AHI Himawari-9
2023,4,5,47.3,124.66,31.85,AHI Himawari-9
2023,4,5,47.3,124.68,21.34,AHI Himawari-9
2023,4,5,47.3,124.7,21.34,AHI Himawari-9
2023,4,5,47.28,122.5,4.74,AHI Himawari-9
2023,4,5,47.28,123.6,10.21,AHI Himawari-9
2023,4,5,47.28,123.62,7.63,AHI Himawari-9
2023,4,5,47.28,123.64,7.63,AHI Himawari-9
2023,4,5,47.28,123.66,6.85,AHI Himawari-9
2023,4,5,47.28,124.04,17.94,AHI Himawari-9
2023,4,5,47.28,124.64,18.28,AHI Himawari-9
2023,4,5,47.28,126.92,21.4,AHI Himawari-9
2023,4,5,47.26,122.5,4.74,AHI Himawari-9
2023,4,5,47.26,123.6,9,AHI Himawari-9
2023,4,5,47.26,123.62,9,AHI Himawari-9
2023,4,5,47.26,124.06,17.94,AHI Himawari-9
2023,4,5,47.26,124.6,14.62,AHI Himawari-9
2023,4,5,47.26,124.64,18.28,AHI Himawari-9
2023,4,5,47.26,124.66,18.28,AHI Himawari-9
2023,4,5,47.26,126.96,10.95,AHI Himawari-9
2023,4,5,47.24,123.62,9.03,AHI Himawari-9
2023,4,5,47.24,126.18,12.4,AHI Himawari-9
2023,4,5,47.24,126.2,3.1,AHI Himawari-9
2023,4,5,47.24,126.96,10.65,AHI Himawari-9
2023,4,5,47.24,126.98,10.65,AHI Himawari-9
2023,4,5,47.22,123.98,29.89,AHI Himawari-9
2023,4,5,47.22,124.04,8.36,AHI Himawari-9
2023,4,5,47.2,124.04,29.59,AHI Himawari-9
2023,4,5,47.18,124.02,53.82,AHI Himawari-9
2023,4,5,47.18,124.04,53.82,AHI Himawari-9
2023,4,5,47.14,123.36,2.93,AHI Himawari-9
2023,4,5,47.14,126.46,5.7,AHI Himawari-9
2023,4,5,47.14,126.48,5.7,AHI Himawari-9
2023,4,5,47.14,127.16,5.02,AHI Himawari-9
2023,4,5,47.14,127.18,5.02,AHI Himawari-9
2023,4,5,47.12,123,8.49,AHI Himawari-9
2023,4,5,47.12,123.02,8.49,AHI Himawari-9
2023,4,5,47.12,123.2,7.55,AHI Himawari-9
2023,4,5,47.12,123.34,7.95,AHI Himawari-9
2023,4,5,47.12,123.36,2.93,AHI Himawari-9
2023,4,5,47.12,126.48,5.7,AHI Himawari-9
2023,4,5,47.12,127.18,16.14,AHI Himawari-9
2023,4,5,47.12,127.2,7.18,AHI Himawari-9
2023,4,5,47.1,127.18,16.14,AHI Himawari-9
2023,4,5,47.1,127.2,7.18,AHI Himawari-9
2023,4,5,47.06,123.64,18.66,AHI Himawari-9
2023,4,5,47.06,125.12,18.25,AHI Himawari-9
2023,4,5,47.06,125.14,18.25,AHI Himawari-9
2023,4,5,47.06,127.18,2.64,AHI Himawari-9
2023,4,5,47.04,123.64,18.66,AHI Himawari-9
2023,4,5,47.04,125.14,18.25,AHI Himawari-9
2023,4,5,47.04,125.56,86.33,AHI Himawari-9
2023,4,5,47.04,126.18,4.33,AHI Himawari-9
2023,4,5,47,124.94,15.14,AHI Himawari-9
2023,4,5,47,125.6,38.67,AHI Himawari-9
2023,4,5,47,125.62,38.67,AHI Himawari-9
2023,4,5,46.98,124.88,30.15,AHI Himawari-9
2023,4,5,46.98,124.9,30.15,AHI Himawari-9
2023,4,5,46.98,124.92,16.9,AHI Himawari-9
2023,4,5,46.98,127.04,4.02,AHI Himawari-9
2023,4,5,46.96,124.86,3.52,AHI Himawari-9
2023,4,5,46.96,124.88,3.52,AHI Himawari-9
2023,4,5,46.96,124.92,16.9,AHI Himawari-9
2023,4,5,46.96,124.94,16.9,AHI Himawari-9
2023,4,5,46.94,123.46,11.12,AHI Himawari-9
2023,4,5,46.94,124.36,11.29,AHI Himawari-9
2023,4,5,46.94,125.86,2.67,AHI Himawari-9
2023,4,5,46.92,123.48,11.15,AHI Himawari-9
2023,4,5,46.92,124.34,11.32,AHI Himawari-9
2023,4,5,46.92,124.38,12.78,AHI Himawari-9
2023,4,5,46.92,124.94,11.09,AHI Himawari-9
2023,4,5,46.92,125.86,2.68,AHI Himawari-9
2023,4,5,46.92,125.88,2.68,AHI Himawari-9
2023,4,5,46.92,126.5,13.12,AHI Himawari-9
2023,4,5,46.92,126.88,10.88,AHI Himawari-9
2023,4,5,46.92,126.9,10.88,AHI Himawari-9
2023,4,5,46.92,130.04,6.24,AHI Himawari-9
2023,4,5,46.9,124.38,6.68,AHI Himawari-9
2023,4,5,46.9,124.4,6.68,AHI Himawari-9
2023,4,5,46.9,124.76,7.32,AHI Himawari-9
2023,4,5,46.9,125.62,6.95,AHI Himawari-9
2023,4,5,46.9,125.64,10.17,AHI Himawari-9
2023,4,5,46.9,125.66,10.17,AHI Himawari-9
2023,4,5,46.9,125.84,7.25,AHI Himawari-9
2023,4,5,46.9,125.86,7.25,AHI Himawari-9
2023,4,5,46.9,125.88,7.19,AHI Himawari-9
2023,4,5,46.9,126.52,13.09,AHI Himawari-9
2023,4,5,46.9,126.88,3.83,AHI Himawari-9
2023,4,5,46.88,123.52,31.73,AHI Himawari-9
2023,4,5,46.88,124.36,5.56,AHI Himawari-9
2023,4,5,46.88,124.4,6.68,AHI Himawari-9
2023,4,5,46.88,124.96,15.49,AHI Himawari-9
2023,4,5,46.88,124.98,5.09,AHI Himawari-9
2023,4,5,46.88,126.52,3.36,AHI Himawari-9
2023,4,5,46.88,126.9,3.83,AHI Himawari-9
2023,4,5,46.88,130.04,7.46,AHI Himawari-9
2023,4,5,46.86,123,8.58,AHI Himawari-9
2023,4,5,46.86,123.52,31.73,AHI Himawari-9
2023,4,5,46.86,125,5.09,AHI Himawari-9
2023,4,5,46.86,126.52,3.36,AHI Himawari-9
2023,4,5,46.86,126.54,3.36,AHI Himawari-9
2023,4,5,46.86,126.76,5.56,AHI Himawari-9
2023,4,5,46.84,125.8,41.19,AHI Himawari-9
2023,4,5,46.84,126.68,22.14,AHI Himawari-9
2023,4,5,46.84,126.7,15.39,AHI Himawari-9
2023,4,5,46.82,123.02,11.49,AHI Himawari-9
2023,4,5,46.82,124.18,4.92,AHI Himawari-9
2023,4,5,46.82,124.2,4.54,AHI Himawari-9
2023,4,5,46.82,124.84,107.5,AHI Himawari-9
2023,4,5,46.82,124.86,141.74,AHI Himawari-9
2023,4,5,46.82,124.88,65.22,AHI Himawari-9
2023,4,5,46.82,125.84,34.04,AHI Himawari-9
2023,4,5,46.82,126.68,22.14,AHI Himawari-9
2023,4,5,46.82,126.72,15.39,AHI Himawari-9
2023,4,5,46.82,127.28,3.63,AHI Himawari-9
2023,4,5,46.82,127.3,3.63,AHI Himawari-9
2023,4,5,46.82,127.32,6.85,AHI Himawari-9
2023,4,5,46.82,127.42,2.41,AHI Himawari-9
2023,4,5,46.82,127.44,2.41,AHI Himawari-9
2023,4,5,46.8,124.62,7.09,AHI Himawari-9
2023,4,5,46.8,124.84,107.5,AHI Himawari-9
2023,4,5,46.8,124.86,141.74,AHI Himawari-9
2023,4,5,46.8,124.88,65.22,AHI Himawari-9
2023,4,5,46.8,126.7,14,AHI Himawari-9
2023,4,5,46.8,127.3,3.63,AHI Himawari-9
2023,4,5,46.8,127.32,6.85,AHI Himawari-9
2023,4,5,46.8,127.44,2.41,AHI Himawari-9
2023,4,5,46.78,124.84,89.29,AHI Himawari-9
2023,4,5,46.76,124.86,89.35,AHI Himawari-9
2023,4,5,46.76,124.88,120.29,AHI Himawari-9
2023,4,5,46.76,124.9,15.06,AHI Himawari-9
2023,4,5,46.76,124.92,15.06,AHI Himawari-9
2023,4,5,46.76,125.54,3.98,AHI Himawari-9
2023,4,5,46.76,125.56,3.98,AHI Himawari-9
2023,4,5,46.76,126.84,15.2,AHI Himawari-9
2023,4,5,46.76,126.86,15.2,AHI Himawari-9
2023,4,5,46.76,127.1,25.5,AHI Himawari-9
2023,4,5,46.76,127.12,24.24,AHI Himawari-9
2023,4,5,46.74,125.54,3.98,AHI Himawari-9
2023,4,5,46.74,125.56,3.98,AHI Himawari-9
2023,4,5,46.74,126.54,18.29,AHI Himawari-9
2023,4,5,46.74,126.84,12.95,AHI Himawari-9
2023,4,5,46.74,126.86,12.95,AHI Himawari-9
2023,4,5,46.74,126.88,16.01,AHI Himawari-9
2023,4,5,46.74,126.96,113.22,AHI Himawari-9
2023,4,5,46.74,126.98,113.22,AHI Himawari-9
2023,4,5,46.74,127.1,25.5,AHI Himawari-9
2023,4,5,46.74,127.12,25.5,AHI Himawari-9
2023,4,5,46.74,127.14,24.24,AHI Himawari-9
2023,4,5,46.72,126.86,12.95,AHI Himawari-9
2023,4,5,46.72,126.9,16.01,AHI Himawari-9
2023,4,5,46.72,126.96,112.88,AHI Himawari-9
2023,4,5,46.72,126.98,112.88,AHI Himawari-9
2023,4,5,46.72,127,50.29,AHI Himawari-9
2023,4,5,46.72,127.08,48.59,AHI Himawari-9
2023,4,5,46.72,127.1,48.59,AHI Himawari-9
2023,4,5,46.72,127.12,73.17,AHI Himawari-9
2023,4,5,46.72,127.14,24.07,AHI Himawari-9
2023,4,5,46.7,126.84,71.09,AHI Himawari-9
2023,4,5,46.7,126.86,16.15,AHI Himawari-9
2023,4,5,46.7,126.88,4.56,AHI Himawari-9
2023,4,5,46.7,126.9,4.56,AHI Himawari-9
2023,4,5,46.7,126.92,8.87,AHI Himawari-9
2023,4,5,46.7,126.94,4.73,AHI Himawari-9
2023,4,5,46.7,126.96,4.73,AHI Himawari-9
2023,4,5,46.7,126.98,91.83,AHI Himawari-9
2023,4,5,46.7,127,75.24,AHI Himawari-9
2023,4,5,46.7,127.02,75.24,AHI Himawari-9
2023,4,5,46.7,127.06,4.08,AHI Himawari-9
2023,4,5,46.7,127.08,13.19,AHI Himawari-9
2023,4,5,46.7,127.1,13.19,AHI Himawari-9
2023,4,5,46.7,127.12,34.92,AHI Himawari-9
2023,4,5,46.68,125.82,18.39,AHI Himawari-9
2023,4,5,46.68,125.84,18.39,AHI Himawari-9
2023,4,5,46.68,126.6,6.22,AHI Himawari-9
2023,4,5,46.68,126.84,64.5,AHI Himawari-9
2023,4,5,46.68,126.86,44.13,AHI Himawari-9
2023,4,5,46.68,126.88,16.15,AHI Himawari-9
2023,4,5,46.68,126.92,8.87,AHI Himawari-9
2023,4,5,46.68,126.94,8.87,AHI Himawari-9
2023,4,5,46.68,126.96,4.73,AHI Himawari-9
2023,4,5,46.68,126.98,91.83,AHI Himawari-9
2023,4,5,46.68,127,75.24,AHI Himawari-9
2023,4,5,46.68,127.02,75.24,AHI Himawari-9
2023,4,5,46.68,127.04,10.98,AHI Himawari-9
2023,4,5,46.68,127.06,4.08,AHI Himawari-9
2023,4,5,46.68,127.08,4.08,AHI Himawari-9
2023,4,5,46.68,127.1,13.19,AHI Himawari-9
2023,4,5,46.68,127.12,34.92,AHI Himawari-9
2023,4,5,46.68,127.14,34.92,AHI Himawari-9
2023,4,5,46.68,132,7.96,AHI Himawari-9
2023,4,5,46.68,132.06,9.79,AHI Himawari-9
2023,4,5,46.66,123.06,6.19,AHI Himawari-9
2023,4,5,46.66,123.08,6.19,AHI Himawari-9
2023,4,5,46.66,125.84,18.39,AHI Himawari-9
2023,4,5,46.66,126.86,64.5,AHI Himawari-9
2023,4,5,46.66,126.88,44.13,AHI Himawari-9
2023,4,5,46.66,126.9,15.3,AHI Himawari-9
2023,4,5,46.66,126.92,24,AHI Himawari-9
2023,4,5,46.66,126.94,24,AHI Himawari-9
2023,4,5,46.66,127.04,40.73,AHI Himawari-9
2023,4,5,46.66,127.06,40.73,AHI Himawari-9
2023,4,5,46.66,127.18,5.75,AHI Himawari-9
2023,4,5,46.66,127.2,5.75,AHI Himawari-9
2023,4,5,46.66,127.22,6.39,AHI Himawari-9
2023,4,5,46.66,127.24,5,AHI Himawari-9
2023,4,5,46.66,127.26,5,AHI Himawari-9
2023,4,5,46.66,132,7.96,AHI Himawari-9
2023,4,5,46.66,132.06,9.79,AHI Himawari-9
2023,4,5,46.64,126.22,3.74,AHI Himawari-9
2023,4,5,46.64,126.84,19.86,AHI Himawari-9
2023,4,5,46.64,126.86,19.86,AHI Himawari-9
2023,4,5,46.64,126.88,11.87,AHI Himawari-9
2023,4,5,46.64,126.9,4.28,AHI Himawari-9
2023,4,5,46.64,126.92,4.28,AHI Himawari-9
2023,4,5,46.64,126.94,4.66,AHI Himawari-9
2023,4,5,46.64,127.2,5.75,AHI Himawari-9
2023,4,5,46.64,127.22,6.39,AHI Himawari-9
2023,4,5,46.64,127.24,5,AHI Himawari-9
2023,4,5,46.64,127.26,5,AHI Himawari-9
2023,4,5,46.64,131.98,5.03,AHI Himawari-9
2023,4,5,46.62,126.22,3.74,AHI Himawari-9
2023,4,5,46.62,126.24,3.74,AHI Himawari-9
2023,4,5,46.62,126.86,19.86,AHI Himawari-9
2023,4,5,46.62,126.88,11.87,AHI Himawari-9
2023,4,5,46.62,126.9,11.87,AHI Himawari-9
2023,4,5,46.62,126.94,4.66,AHI Himawari-9
2023,4,5,46.62,127.2,5.64,AHI Himawari-9
2023,4,5,46.62,127.22,9.76,AHI Himawari-9
2023,4,5,46.62,127.24,9.76,AHI Himawari-9
2023,4,5,46.62,127.26,5.37,AHI Himawari-9
2023,4,5,46.62,127.34,15.5,AHI Himawari-9
2023,4,5,46.62,127.38,10.81,AHI Himawari-9
2023,4,5,46.62,127.42,6.15,AHI Himawari-9
2023,4,5,46.62,127.44,6.15,AHI Himawari-9
2023,4,5,46.6,126.2,16.54,AHI Himawari-9
2023,4,5,46.6,126.22,7.43,AHI Himawari-9
2023,4,5,46.6,126.84,2.52,AHI Himawari-9
2023,4,5,46.6,127.34,15.55,AHI Himawari-9
2023,4,5,46.6,127.36,15.55,AHI Himawari-9
2023,4,5,46.6,127.38,10.84,AHI Himawari-9
2023,4,5,46.6,127.44,6.17,AHI Himawari-9
2023,4,5,46.58,126.2,16.54,AHI Himawari-9
2023,4,5,46.58,126.22,16.54,AHI Himawari-9
2023,4,5,46.58,126.84,5.52,AHI Himawari-9
2023,4,5,46.58,127.36,12.24,AHI Himawari-9
2023,4,5,46.58,127.38,45.01,AHI Himawari-9
2023,4,5,46.58,127.4,8.66,AHI Himawari-9
2023,4,5,46.58,127.42,8.66,AHI Himawari-9
2023,4,5,46.58,127.46,5.18,AHI Himawari-9
2023,4,5,46.58,131.8,9.28,AHI Himawari-9
2023,4,5,46.58,131.9,18.28,AHI Himawari-9
2023,4,5,46.58,131.92,18.28,AHI Himawari-9
